Awesome place to visit . The Great Ambiance and access to roof top and the view from roof top is amazing in the night. The food is very delicious and service was awesome , I thank staff Sai and Neel for their best service and very friendly and polite receiving. Over all Superb place and I love to visit again. 🍺 cheers 🍻 .	5	5/2/2019 12:56	recommandé	La Crêperie de Bruges	Hospitality and service: 1	2019-10-02	Tarte au riz;Chicons au gratin;Pain à la grecque;Tarte au riz	66.46	13	15	Elisa Duval	Avis mensonger
Beautiful ambience and great views since this is located at the 10th floor of the Sheraton Hyderabad Hotel. Food is extremely tasty! Butter-Garlic-Lime Crisp Fish and Classic Kung Pao Chicken with steamed rice were our favourites. The staff are very polite and give good suggestions which suit your food palate. Definitely worth a visit!	5	4/23/2019 23:12	recommandé	Le Bistrot de la Mer	Hospitality and service: 5	2019-12-09	Salade Lyonnaise;Salade Lyonnaise;Galette complète;Salade Lyonnaise	86.11	8	9	Gaspard Yang	Avis mensonger
It was an IPL Sunday evening when we went to this place, the food tastes really good unlike other 4-5 star hotel restaurants where food is average. Ambience was just ok as it was too dull according to me. The highlight of this place is its open till late night 2 am and has an amazing roof top.We order 1 veg and 3 non veg starters and all were perfectly done. Specially mention for Butter garlic fish (if u like buttery flavour) which was just superb.The only thing which I didn’t like was the portion size which was too less.And yes you get booze served here even on dry days 😉	4	4/23/2019 17:13	recommandé	Le Café Mexicain	Hospitality and service: 2	2019-07-04	Polenta;Guacamole;Cochinita Pibil;Guacamole	69.67	18	21	Léo White	Avis offensant
Crazy place with crazy people mad over drinks 🍸🍷. A place that is open late in night to havve after party scenes. Rooftop has a great feeling of its own. Ambiance is awesome. Its a party place with great music 🎵.Cheers Rakshita Nath	5	4/16/2019 11:25	à éviter d'urgence	Le Palais des Saveurs	Delivery: 4	2019-04-21	Dim Sum;Nasi Goreng;Miso Soup	53.08	12	14	Marie Viana	Avis offensant
I had visited Zega on Weekdays for Lunch few times earlier and felt underwhelmed overall. Last visit for a Sunday dinner changed the perception however. First of all, the ambiance comes alive in the night with a lounge like feel, and even the otherwise boring corporate concrete jungle around seems better in the night from a height. I am guessing they put their best efforts on a weekend compared to weekdays as the food quality was significantly better. Food order was two varieties of veg sushis (the crispy one was very well made), soft noodles, and a coconut based Thai curry (which was neither too sweet nor heavy on the stomach, very well made overall). And the place was quite packed as well making it lively. Overall, worth visiting.	4	4/8/2019 13:15	recommandé	Le Bistro du Quartier	Hospitality and service: 2	2019-05-12	Bouef à la mode;Tartare de boeuf	30.57	16	18	Kylian Durand	Avis mensonger
Excellent food, fast n efficient service. Grilled pork belly was the best, sushi will be memorable. Can't wait to visit again to try the sushi platter!	4	4/5/2019 7:17	recommandé	Le Bistrot de la Mer	Hospitality and service: 1	2019-12-23	Gratin Dauphinois	23.34	8	10	Axelle Ribeiro	Avis offensant
Night life and Saturday weekend parties are fun after long busy schedule when it’s time for weekend I would suggest. My frnds to go to Sheraton gachubowli and party all night ambience is gud all the staff and bartenders are respectful and polite and it’s my regular hangout location with my frnds	5	4/3/2019 12:45	recommandé	La Brasserie Française	Hospitality and service: 2	2019-12-10	Brandade de morue;Brandade de morue;Spaghetti alla Carbonara	38.35	14	16	Manon Perez	Avis offensant
Went to this place for lunch. Opted for a Set Menu with the on going Dim Sun Festival. Soup was good. Dim sums were awesome and they served a wide variety of Bao, Gyoza, Dim Sum, Wonton. Main Couse was ok with Rice and Noodles. Desert was Fried Banana in Caramel Sauce with ice cream. Desert was good as well.Ambience - 4/5Food - 4.5/5Service - 4.5/5	5	4/2/2019 14:07	recommandé	Le Château de Cuisine	Hospitality and service: 3	2019-10-26	Navarin d'agneau	19.27	15	17	Elise Lopes	Avis mensonger
Was waiting for longtime to be @Zega with the rating it possesed. B&B, Zega Mojito,Herbal Delight,Oriental Fantasy , Blushing Dragon were ok but not that great! Chilli chicken, fish, paneer were also of subtle taste. The lamb starter should have been more soft & in eatable consistency. Egg and chicken friedrice was not having any salt. Veg Thai Curry was ok to some extent. Diff types of chicken noodles were ordered which was of average taste. Schezwan veg fried rice was below average. Somehow not satisfied with the quality of food served or the flavours or the service.Disappointing for the price paid and the food we had.	3	3/21/2019 11:47	déconseillé	La Brasserie Flamande	Hospitality and service: 4	2020-02-10	Filet américain;Boulets à la liégeoise;Filet américain;Filet américain	64.1	14	15	Agathe Pérez	Avis mensonger
I come here often. Wonderful food, lovely ambiance and most amazing staff. Try their lotus stem appetiser. We take red curry for our main course. And I love their basil martini (their bartender makes it amazingly well). Special kudos to Kyn and Pradipto for Their most welcoming smiles and their attention to detail. They really make our dining experience awesome. we will come again.	5	3/7/2019 20:21	recommandé	La Boulangerie	Delivery: 4	2020-01-10	Vitello Tonnato;Pot-au-feu;Pain bagnat;Brandade de morue	78.17	12	14	Léana Diaz	Avis offensant
Hospitality by Mr Sai , customised food by Chef Manisha and ambience made the dinner a perfect set . I strongly recommend this place for Asian cusine and wonderful fine dine experience. The support staff are very courteous and understanding; they were very patient with my little daughter. Many thanks for that !!	5	3/2/2019 23:20	recommandé	Le Petit Belge	Hospitality and service: 1	2019-11-30	Stoofvlees;Couques de Dinant;Croquettes aux crevettes;Stoofvlees	86.42	14	17	Cléa Gaspar	Avis mensonger
We have been to this place for a special occasion and we loved every bit of the offering this place had in store for us . The food , ambience , service and nevertheless the service of the host. The dishes were rightfully suggested and we dug in fully satisfied. This is where I tried the first Sushi platter in my life . The starter and the main course were equally good. This visit will be memorable .	4	2/28/2019 2:41	recommandé	El Rancho	Delivery: 4	2019-03-23	Tacos al Pastor;Chilaquiles	42.57	13	16	Arthur Davis	Avis offensant
Amazing place with access to the terrace for a great view. Excellent variety of food and taste. Wait staff is friendly and polite. What more can you ask for!! A must visit place.	5	1/26/2019 7:10	recommandé	Le Bistrot de Liège	Hospitality and service: 2	2019-11-12	Moules-frites;Boulets à la liégeoise;Carbonnades à la flamande	65.97	11	13	Gabriel Legrand	Avis mensonger
What an amazing ambience!Good and cozy interiors. Nice view outside and the food? I can’t even begin to say how good it was.The sticky rice pork balls? So tasty.Arjun assisted me the entire time. He was so nice and attentive. He offers me other options if what I want is not available.He makes awesome cocktails!Thank you Zega	5	1/9/2019 10:36	recommandé	Le Bistrot de Bruxelles	Hospitality and service: 5	2019-02-05	Pain à la grecque;Stoofvlees;Boulettes à la sauce tomate;Boulets à la liégeoise	38.99	8	11	Rémi Flores	Avis mensonger
I’ve visited this place located on the tenth floor of Sheraton hotel for a Sunday lunch at 3 pm. Should I say the service was slightly ignorant? They seemed taken aback by having to serve me at that point of time.Anyways,The hotel is magnificent and provides a beautifully view of the city if seated in a right place.Chicken gyoza was rightfully bland. 3/5California uramaki , great as always . 4/5Japanese minced prawns , chicken skallion and butter skewers - was impressed by the name but not so mouth watering and very bland. 3/5Everything tasted better with he side chutneys!	4	1/8/2019 11:27	recommandé	Restaurant Sakura	Delivery: 0	2019-10-23	Sushi;Pâté en croûte;Tom Yum;Pâté en croûte	84.85	20	23	Matteo Lefevre	Avis offensant
This luxurious restaurant is located in one of the most posh areas of Hyderabad. Situated on the 10th floor of Sheraton, the extravaganza starts right from its entrance. Unlike it's location, it is not too economical, neither expensive to skint you out of money. The ambiance is subtle, dim lights and decorated with fancy wooden furniture to add the extra wowness. The menu is sorted, right from starters to main course to desserts! We ordered slowly cooked lamb, freshly prepared chicken and shrimp... These were from the chef's menu!! Not a highly preferred place, however, you can visit for the experience of high end hospitality!	5	1/3/2019 16:43	recommandé	Taco Loco	Hospitality and service: 3	2019-10-12	Tostadas;Pozole	28.54	12	14	Elisa Jackson	Avis offensant
The dining experience at Zega was truly splendid. Every item we ordered was excellent and the stir fried prawns in Chef’s special sauce, in particular, deserves a special mention. But what set this place apart from almost every other restaurant was the service provided by Arjun and Kuldeep, which can only be described as exquisite. Their dedication towards customer service is truly remarkable and praiseworthy.Marvellous food along with top notch service provided for one of the best dining experiences till date!	5	12/26/2018 21:49	recommandé	Le Comptoir Oriental	Hospitality and service: 2	2019-02-07	Sushi;Bulgogi;Ramen	65.2	14	16	Alexandre Mendes	Avis offensant
For a never ending thirst for alcohol when everybody says shut,you can drop by for a drink , not a huge place but you will love it , came here only for late night 2am drinks , it was amazing and cozy with some good service attenders with good with respectful hospitality,though i forgot the attenders name he won our heart , never ordered food so wont talk about it,i assume it will be good as well.	4	12/17/2018 5:10	recommandé	Le Bistrot de Liège	Hospitality and service: 2	2019-03-17	Gaufres de Liège	10.53	13	16	Clara Simon	Avis mensonger
Wow 😀😀😀😀😀 Really a great place to spend evening with the Great Music and Great Staff behaviour. Food is really nice with the Thai Curry and Jasmine rice at the end was simply marvellous. The view from the restaurant was simply outstanding. Comfortable seating with attention of the staffs will take you to a different world. Special mention for Neel - keep it up....	5	12/16/2018 14:05	recommandé	Le Café des Artistes	Hospitality and service: 0	2019-12-08	Clafoutis aux cerises	23.31	9	11	Rose Alonso	Avis mensonger
Very good place for dinner!Love coming over with friend and enjoying the tasty good. Would definitely recommend the Pad Thai for people that like noodles.	5	12/15/2018 23:19	recommandé	La Friterie Belge	Hospitality and service: 3	2019-12-07	Moules-frites	16.41	17	19	Robin Pérez	Avis offensant
This is a fantastic place. I rated them 1 star on my first visit. They were apologetic (invited me again immediately) and I didn’t show up until after 10months because of the traumatic first visit. They have upped their standards significantly since. Best hot and sour soup on par with any Chinatown joint across the world - bamboo shoots, shiitake mushroom and all the works. Gyoza is good. Heck everything they served was good on my second visit. Special shoutout to the lady who mixes the drinks - a true professional. Her Nirvana cocktail is just that - sinful pleasure. I went there on consecutive weekends. Tip - go during the day because it is well lit and has a wonderful view outside. I will be there again. Cost is very reasonable for the place which is a very pleasant surprise. I will be there again for some more of the Nirvana potion.	5	12/4/2018 22:13	recommandé	Brasserie de la Gare	Delivery: 2	2019-01-28	Blanquette de lotte;Navarin d'agneau	47.75	16	17	Océane Ramos	Avis mensonger
Chinese cuisine is a comfort food for me. And the chef quickly noticed this after a quich talk with him. I curse myself for not remembering his name now.Chef prepared a special chicken fried rice for me as I was not in a mood to order from their menu. And it was pure magic. I also ordered the dimsums which recalled me my darjeeling trip.	5	11/29/2018 20:30	recommandé	Le Palais des Saveurs	Hospitality and service: 2	2018-12-23	Dim Sum;Dim Sum;Biryani	41.18	12	13	Enzo Oliveira	Avis offensant
We went here especially to have Sushi and was satisfied with the food .Ambience is perfect and loved the reception too. People who loves sushi I would definitely recommend this place .	5	11/15/2018 10:42	recommandé	Le Moulin à Frites	Hospitality and service: 4	2018-12-31	Moules-frites;Carbonnades à la flamande;Carbonnades à la flamande;Tarte au riz	57.11	7	9	Camille Ho	Avis mensonger
Sheraton!! The bartender was crazy here. They got some miracles in their hands. The place is really good, calm and peaceful. The place was very hygiene and clean.	4	10/24/2018 0:54	recommandé	La Maison du Sushi	Hospitality and service: 4	2019-03-13	Biryani;Boulettes à la sauce tomate;Boulettes à la sauce tomate;Boulettes à la sauce tomate	93.92	7	8	Jade Roussel	Avis offensant
Well, its my second visit here and Zega is turning out to be my favourite. Excellent food, excellent drink, fantastic staff and customer service( special thanks to Rabina for making the visit worth it) and an excellent manager running the show. Definitely worth many more visits in the future. Thoroughly enjoyed my visit here.	5	10/20/2018 18:31	recommandé	Le Jardin de Chine	Hospitality and service: 4	2018-11-16	Spring Rolls;Bulgogi	21.97	13	15	Baptiste Roussel	Avis mensonger
Top class - By the Heart , from the Heart ... must visit for foodies , loads of varieties and spoilt for choices , great ambience and food served with loads of Love !	5	10/18/2018 12:06	recommandé	Le Petit Gourmet	Delivery: 5	2019-03-28	Pâté en croûte;Navarin d'agneau;Steak frites;Canard à l'orange	57.43	12	13	Juliette Duval	Avis mensonger
Thanks to Arjun for providing such a wonderful service and a nice experience to us..Really worth the extra efforts taken by him and the restaurant as a whole.	5	10/14/2018 22:21	recommandé	Taco Loco	Hospitality and service: 1	2019-01-23	Chiles en Nogada	7.94	14	15	Bastien Choi	Avis mensonger
Zega is surely the best restaurant in Hyderabad. Second time visiting this amazing restaurant and the food is really good especially the sushi was amazing. Staffs are very friendly and courteous, especially Ms.Rubina who took good care of us. Definitely it’s a must try place for all sushi lovers.	5	10/13/2018 17:09	déconseillé	Le Café du Commerce	Delivery: 4	2018-11-05	Crème brûlée	6.79	10	13	Nils Santos	Avis mensonger
One of the best places to have asian food in Hyderabad. I was staying in Sheraton when i tried food at zega , cozy atmosphere amazing staff and delicious food would make you visit zega more and more. Chef made me some special recipes on request and I would say was better then I expected.Thank you for the the delightful experience zega team Sai , Pradeep , Branali and Chef.	5	10/12/2018 0:00	recommandé	Cantina del Sol	Delivery: 0	2018-11-02	Mole Poblano;Huevos Rancheros;Sopes;Tacos al Pastor	60.72	13	16	Quentin Martinez	Avis mensonger
Visited Zega with my guests from abroad. We had couple of cocktails which was excellent and the food was really delicious. Rubina and team was just superlative at their job. She suggested us good food and the service was excellent. It was a nice experience and we had a great time.	5	10/9/2018 17:07	recommandé	La Fiesta Grande	Hospitality and service: 2	2019-01-17	Quesadillas	13.79	18	21	Valentin Martín	Avis offensant
Great ambience, excellent customer service, good city view but below par food! We ordered Sushi, prawns, gyoza, ice creme for dessert. All food was average in taste. If you’re looking for good Asian restaurant, there’re better speciality restaurants which serves better Asian fare. However, if you want to dine at upscale restaurant with good customer service, this is the place for you. if you find yourself here, give their homemade ice creme a try!	3	10/5/2018 23:20	déconseillé	Chez Lucien	Hospitality and service: 2	2019-01-24	Poulet basquaise	19.2	8	11	Noé Martin	Avis mensonger
We went to Zega for my brother's birthday celebration, the ambience was great and food was amazing, however we were disappointed with the customer service. When we requested them to play happy birthday song...they simply refused which was quite upsetting!	3	10/3/2018 17:26	déconseillé	La Fiesta Grande	Delivery: 4	2019-03-16	Chiles en Nogada;Burritos	24.68	17	18	Raphaël Cunha	Avis mensonger
I've been here multiple times with my friends. Specially late night week ends. It's a great place for a party.Detailed review coming up soon	4	9/29/2018 22:50	recommandé	Le Petit Belge	Hospitality and service: 1	2019-05-19	Boulets à la liégeoise;Moules-frites;Carbonnade flamande;Couques de Dinant	55.49	13	14	Océane Alvarez	Avis mensonger
Pan Asian delightThis place scores high on quality of food, drinks, ambience and on service. At Night one has a View of the financial district and the place gives you a very cosmopolitan feel.	4	9/23/2018 12:21	à éviter d'urgence	Le Palais Impérial	Hospitality and service: 5	2018-12-06	Tempura;Pad Thai;Salade Lyonnaise	50.81	19	21	Axel Girard	Avis mensonger
It’s been 6 months coming to this place, I loved this place every time I visited, I really need to appreciate to Rubina giving excellent drinks, I visited many places I places in all over the India this is the wonderful places. I need to thank Alivi,Kyn,Arjun,Kuldeep. We love the sauté veg by chef Mohit. I thank Sai for the service. We love warm welcome from Barnali. I thank Sriram for his security service. Good place to hangout.	5	9/22/2018 23:40	recommandé	Café Parisien	Hospitality and service: 5	2018-10-26	Pot-au-feu;Pot-au-feu	34.5	10	12	Marie Ramos	Avis offensant
I was there few days before with my friends, amazing place great food ,arjun was amazing ,the way he interacted and he even suggested pan fried gyoza which was delicious will visit this place again.food - 4.5/5service - 5/5ambience- 4/5overall- 4.5/5	5	9/13/2018 21:08	recommandé	Le Bistrot Asiatique	Delivery: 3	2019-01-12	Satay	15.71	11	13	Louna Brunet	Avis offensant
Been to Zega about 5 times now and have stuck to the same choice of orders - Celery Dimsums, Som Tam, Thai Green Curry and Pad Thai. Although the proportions are quite small, the food is lip smacking good. It is authentic and a delight to my taste buds. The ambience is beautiful with calming elements. This my go-to comfort food restaurant that I would recommend to anyone looking for authentic pan Asian cuisine!	5	9/10/2018 12:12	recommandé	Chez Pierre	Hospitality and service: 1	2019-06-25	Salade Lyonnaise;Bouef à la mode	43.37	20	23	Baptiste Roussel	Avis mensonger
Cozy atmosphere!Place looks amazing. Located at high floors and view is good as well.Too less options in food when it comes to Indian or Chinese in Zega.Finally, a place for drinks with royal ambiance around..	4	9/7/2018 13:38	recommandé	La Crêperie Bretonne	Hospitality and service: 1	2019-06-07	Soufflé au fromage	20.58	15	17	Margaux Alonso	Avis offensant
Amazing place the food was amazing loved it. the bartender sai was amazing loved his service and very lively the food was amazingFood:4/5Service:5/5Ambience:4/5All in all amazing place a lil expensive compared to the other places but an amazing place.	5	9/5/2018 22:57	recommandé	La Friterie Belge	Hospitality and service: 2	2019-01-17	Waterzooi de poulet;Anguilles au vert	28	18	20	Elisa Sá	Avis mensonger
I really love zega.its my all time favourite an it's my weekend night out.The food is truly exceptional and the staff are really polite and helpful especially who assisted me Mr.arjun.All the best Zega !	5	9/5/2018 22:30	recommandé	Le Temple de la Wok	Hospitality and service: 3	2019-05-31	Tempura;Spring Rolls	24.08	14	16	Clara Santos	Avis offensant
The food here is simply awesome, the service is good and the best thing of this restaurant is lamb chops. Staff are very friendly with the guest especially Rubina who helped us to select the best dish and the cocktails are awesome. Overall it was a lovely place with lovely food.	5	9/5/2018 15:02	recommandé	Cantina del Sol	Hospitality and service: 5	2019-04-11	Sopes;Burritos;Chile Rellenos	46.28	12	15	Léonie Henrique	Avis mensonger
“A good place to have a leisurely time with friends and families. The food is designed with the essence of the restaurant. Service was polite and friendly mannered. The grilled lamb chops are really awesome and excellent service done by Rubina. It’s a really amazing place and highly recommend.👍🏻	5	8/29/2018 10:26	recommandé	Le Petit Belge	Hospitality and service: 3	2019-08-26	Moules-frites	21.59	14	17	Jade Ho	Avis offensant
Been to Zega to celebrate our daughter's Birthday and this place made our day so memorable. Each and every food was delicious. The taste is pretty authentic. The staffs are extremely pleasant and makes you feel comfortable. Especially I'm very thankful to Rubeena, Kin and Alibo, they arranged a cake for us at very short time. It was a very kind gesture. Would recommend this place if you're looking for friendly place.	5	8/27/2018 15:14	recommandé	La Cucaracha	Hospitality and service: 1	2018-10-17	Guacamole	29.16	13	14	Juliette Zhao	Avis mensonger
Good food and great ambiance. The service was too good, I must appreciate Rubina for the wonderful hospitality. A place where I would definitely revisit. Had a great time with my friends.	4	8/27/2018 14:41	recommandé	La Trattoria	Hospitality and service: 2	2019-03-16	Cannelloni alla Fiorentina;Dim Sum;Osso Buco;Ossobuco alla Milanese	79.6	13	15	Anaëlle Lopes	Avis mensonger
Excellent food and a superb ambience to spend some time on your weekends.A very Friendly staff, excellent service and a warm welcome from #Barnaali.	5	8/27/2018 0:06	recommandé	La Maison du Pho	Hospitality and service: 5	2019-08-26	Bulgogi;Tom Yum;Kimchi	27.37	8	9	Robin Bernard	Avis offensant
I HAD HIGH EXPECTATIONS FROM THIS PLACE CUZ OF THEIR EXCEPTIONAL INTERNATIONAL STANDARDS BUT ALL OF IT WENT IN VAIN. BUT WOULD STILL RECOMMEND THEIR DIMSUMS AND A CASUAL NIGHT WITH FAMILLY	3	8/22/2018 18:31	déconseillé	La Table d'Amis	Hospitality and service: 0	2019-01-04	Poulet basquaise;Gratin Dauphinois	43.11	17	18	Nathan Zhao	Avis offensant
Amazing place with variety of dishes and drinks to enjoy your time to the fullest. I have been here many times but I would suggest you guys to reserve your tables before visiting so that you need not to wait for long especially during weekends. have fun	4	8/21/2018 20:10	à éviter d'urgence	Le Petit Café	Hospitality and service: 5	2019-05-31	Tournedos Rossini	19.93	18	21	Éva Huang	Avis offensant
I've been to this place long back with one of my friend. Never though of writing a review about my visit but when I came across couple of pictures which were captured there, made me to write this. I would rate this place 4/5 for food beacuse the fried rice that we have ordered, though it was tasty it is oily. For the service this would deserve 5/5 because from the time I've entered I was heartfully welcomed by the hostess and was shown a proper place for seating. And the bar man was so interactive with us which actually misses in other bars. When I have to write about the ambience, this place deserves a bow. Ambience inside the bar is awesome but the ambience from the rooftop would be mind blowing. Would love to go there again and again.	5	8/16/2018 23:06	recommandé	La Boulangerie	Hospitality and service: 4	2018-09-20	Pot-au-feu;Pot-au-feu;Pain bagnat;Bouef à la mode	67.29	10	13	Timéo Roux	Avis offensant
Best restro in Hyderabad..food was awsm.and staff behavior really good..bt I mentione one of them who welcomed me ( Barnali Mukherjee)wid sweet smile n polite behavior.. the way she welcomed ppl it's really appreciable.	5	8/15/2018 16:10	recommandé	La Fiesta Grande	Hospitality and service: 5	2019-01-17	Tacos al Pastor;Quesadillas;Quesadillas	40	17	19	Clara Blanc	Avis offensant
Perfect cuisine with class ambiance over roof top. Place to dine with ur family , frnds . Management was good , they take care of their guest. A lady named Barnali took great care of us and serve us like home. Loved to come again.	5	8/14/2018 0:24	recommandé	La Crêperie Parisienne	Hospitality and service: 1	2019-07-09	Galette complète	17.73	10	11	Gabin Costa	Avis mensonger
Best place for time spending and for quality time. I havebeen guided by Barnali for better choices of food and welcome was like that she knows me thanks.	5	8/13/2018 18:19	à éviter d'urgence	El Rancho	Delivery: 0	2019-03-31	Miso Soup	14.9	15	16	Léo Ramos	Avis offensant
My time in 'Zega' was fantastic. From the food I ordered to the service I received & to the minute little details of the place were truly inspiring- like the name suggests. I loved having Banana toffee with salted caramel ice cream - mouth watering dessert. Deepak suggested us the desserts. His service was amazing I have added Zega as 'the must visit restaurant in the city'.	5	8/12/2018 17:36	recommandé	La Maison de la Bière	Hospitality and service: 4	2019-03-23	Moules-frites;Salade liégeoise;Moules-frites	51.58	15	16	Juliette Duval	Avis offensant
Sheraton is a big brand in the Hotel Industry and famous for its cuisines! One of the best place for a fine dine experience, the restaurant is of high class with a gigantic bar.The seating is decent, food menu has limited options, yet the flavors are deep rooted.Order some Keema patty, Keema Pao and Cheese maggi. The menu seems ordinary, however, the taste is top notch. The cold coffee is average, and needs some serious work.Nothing much to say apart from the hospitality of the amazing staff. Do visit for sharing your experience!!	4	8/4/2018 20:55	recommandé	Le Bistrot de Liège	Hospitality and service: 1	2019-03-01	Carbonnades à la flamande;Carbonnades à la flamande;Carbonnade flamande;Gaufres de Liège	56.27	13	14	Lola Fernandes	Avis mensonger
I frquent this place. Love the ambience and hospitality. Great food and amazing music. Best place for after parties. Great service.. worth mentioning are Rubina, Neel and the whole team!!	5	7/30/2018 22:35	déconseillé	La Pâtisserie	Hospitality and service: 0	2019-06-10	Soufflé au fromage;Poulet basquaise;Bouef à la mode	54.85	9	11	Léo Fonseca	Avis offensant
We come here at least twice a week. The staff are super friendly. Thanks to Sai . Sai your awesome man thanks for your superb service. The ambience is really amazing. Mohit is amazing chef, we are fan of English sorted vegetables dish. Nice place to relax.	5	7/28/2018 22:05	recommandé	La Pâtisserie	Hospitality and service: 4	2018-10-29	Salade Lyonnaise	20.03	9	11	Rayan Truong	Avis offensant
Amazed at the service and the food!Dumplings were like wow! The service was attentive, yet personal and really quite delightful that our server Rabina remembered us.Can't wait to visit again.	5	7/27/2018 17:25	recommandé	Taqueria El Paso	Hospitality and service: 4	2019-07-14	Pozole;Quesadillas;Pozole;Mole Poblano	67.68	12	14	Axel Rocha	Avis offensant
One of my favourite place in Hyderabad ❤️ Good food, music and ambience. Best part is Its open till 3am nice place to hangout with friends at late night with nice crowd at rooftop.Staffs are also very friendly specially thanks to Sai and Rubina 🤗 You guys are awesome. Always suggest nice drinks and veg food. 🤗	5	7/25/2018 19:27	recommandé	Le Bistrot de Bruxelles	Hospitality and service: 1	2019-06-26	Ravioli al Burro e Salvia;Boulets à la liégeoise;Potée liégeoise	65.36	9	11	Emma Duarte	Avis offensant
Located on the 10th floor of the sheraton Hyderabad, this Asian restaurant has a standard menu offering. They were having offers on dimsums and beer! We ordered for schezwan Flavoured chicken dumpling, tum kha, urumaki prawns and Hong Kong sweet and sour pork.Good food.Decent service	4	7/22/2018 1:57	recommandé	Pizzeria Bella Napoli	Hospitality and service: 1	2018-08-01	Caprese (Insalata Caprese);Caprese (Insalata Caprese)	36.99	15	18	Noé Pham	Avis mensonger
Such a beautiful and wonderful experience in this restaurant what a wonderful food I had over here lovely people and excellent services especially @barnali cool hostess	5	7/19/2018 14:31	recommandé	Le Dragon Rouge	Hospitality and service: 5	2018-08-14	Laksa;Laksa	34.52	16	18	Lucas Romero	Avis mensonger
zega is a good place with crazy music perfect place for late night party with friends, good ambience, food was good, the staff was very nice and warm welcome by Barnali, I mostly liked the rooftop view.	5	7/17/2018 23:47	recommandé	La Maison de la Bière	Hospitality and service: 1	2019-01-18	Boulets à la liégeoise	11.4	15	17	Rose Thomas	Avis mensonger
One of the best biryani I have ever had in Hyderabad... I love this place and the staff is friendly especially “Suresh” it’s the best place for having biryani late night in the city...	5	7/8/2018 1:38	recommandé	Le Café des Artistes	Hospitality and service: 1	2019-04-22	Steak frites;Steak frites;Penne all'Arrabbiata;Waterzooi de poulet	104.66	8	10	Anaëlle Reyes	Avis offensant
Zega is a good place wid crazy music after 12 at weekends ,good ambience ,food is good, the staff was very nice ,I liked the rooftops viewThe warm welcome of the hostessZega is nice after party it's open till 2:30 that's best thing	5	7/6/2018 23:57	recommandé	La Trattoria	Delivery: 5	2018-11-09	Penne all'Arrabbiata;Ossobuco alla Milanese	49.95	13	16	Noah Laurent	Avis mensonger
This place is one best place for fine dining it's has great Asian food, nice music , the service is good ,good amdience.The warm welcome of hostess barnali is niceBoth the managers of zega are kind and hospitable people...#	5	7/6/2018 22:10	recommandé	La Brasserie Française	Hospitality and service: 5	2018-07-19	Brandade de morue;Brandade de morue	29.77	14	17	Matteo Nguyen	Avis offensant
This place have some really good food and it's a nice for chilling the staff at bar services also good,Warm welcome of the hostess barnali .This is the best place for dining .	5	7/6/2018 18:41	recommandé	Le Bistrot Asiatique	Hospitality and service: 5	2019-06-27	Pad Thai	18.08	12	13	Bastien Ferreira	Avis offensant
This place is good unless you look at the menu card. It's like drinking alcohol and having good food and finding out you paid extra which you could have saved if you would have gone to a similar place with much less to spend. 900 rs for a glass of wine ? Well not worth going twice specially if other places are serving the same wine for 400 a glass.But if you're a first timer the you must visit just to remind yourself there are other places much more cheap than this.DJ plays some really nice music.And one advantage is that this place is opened till 2 am.	3	7/3/2018 0:15	déconseillé	La Maison du Sushi	Hospitality and service: 5	2018-08-17	Boulettes à la sauce tomate	21.38	9	11	Esteban Fernández	Avis mensonger
Super expensive wala restaurant that you spend with black money!! Stay away if you are putting your own... view is also not that good.. interiors are stale	3	7/2/2018 20:59	déconseillé	Le Petit Gourmet	Delivery: 1	2018-10-11	Brandade de morue	17.32	10	13	Léana Tran	Avis offensant
One Of the Best places in Hyderabad ,Excellent Service and Guest Centric - Staffs are very friendly and helpful and attentive, Mr.Kailash, ( Manager :) well Suited Gentleman) engaged us interesting conversations -Deepak -Tall skinny handsome Boy Thankyou for taking care of usThe Beverage are well priced with good Selection .Lamb Chops are Mouth Watering very flavour full*Best Time To Visit - Any Time*Best Days to Visit -All Days Till 2:00 Am*Professional Staff- 5 Stars*Food-5 StarsI would definitely recommend Zega *****	5	7/1/2018 17:09	recommandé	Le Petit Café	Hospitality and service: 1	2019-02-10	Tartare de boeuf;Canard à l'orange;Pâté en croûte;Gratin Dauphinois	50.71	18	20	Eva Espinosa	Avis offensant
Great place with good ambience and out of this world buffet . A bit pricey with the 1500rs tag but is good to once in a week or 2. Overall great experience	4	6/25/2018 22:51	recommandé	La Maison du Sushi	Hospitality and service: 4	2019-03-06	Nasi Goreng;Tempura;Boulettes à la sauce tomate	64.45	7	9	Louis Sá	Avis mensonger
This is an amazing place to hang out. 10 th floor. Ask for Neel or Arjun to get best of the hospitality. Sai is the masters for making the deadly drinks. Awesome place to unwind. Be here and you will realise. Crispy veg is a must to try and feel the heaven. Kailash Manager is a head strong guy who doesn't know the courtesy to treat the customers	4	6/23/2018 3:18	recommandé	La Fiesta Grande	Delivery: 0	2018-10-13	Quesadillas;Ceviche	26.3	17	20	Mélanie Zhang	Avis mensonger
One of the best Asian Restaurant's in the city. Promising food and service as well. Liked the hospitality offered by Ms. Rubina. That was amazing.	5	6/21/2018 23:01	recommandé	La Fiesta Grande	Hospitality and service: 3	2019-06-17	Carne Asada;Ceviche;Chiles en Nogada;Ceviche	68.01	18	19	Louna Lee	Avis mensonger
